ID,Type,C1_L-10,C1_R+3,C2_L-10,C2_R+3,C3_L-10,C3_R+3
AC116666.1,lncRNA,0.0,3.0,0.11,0.0,0.14,0.11
AC116667.1,lncRNA,4.83,2.97,4.49,10.97,13.94,10.2
AC116667.2,lncRNA,5.5,2.25,5.25,2.0,10.37,12.23
AC116903.1,lncRNA,0.32,0.0,0.5,0.0,2.08,1.81
AC116903.2,lncRNA,0.0,6.26,0.0,5.0,2.56,2.13
AC116913.1,lncRNA,7.62,0.43,3.59,0.5,7.79,5.29
AC116914.1,lncRNA,0.0,0.0,0.0,0.14,1.2,0.35
AC116914.2,lncRNA,0.0,0.27,0.29,1.5,1.2,0.58
AC117373.1,lncRNA,1.0,0.0,0.0,0.0,0.0,0.08
AC117373.2,lncRNA,2.31,0.61,1.39,2.26,8.08,12.4
AC117377.1,lncRNA,0.07,0.25,0.0,0.07,3.41,0.8
AC117382.2,lncRNA,2.29,11.33,4.56,4.11,27.69,41.62
AC117383.1,lncRNA,0.0,0.1,0.29,0.0,2.3,0.14
AC117386.1,lncRNA,2.0,0.43,0.0,0.0,4.15,0.82
AC117386.2,lncRNA,0.2,0.11,0.31,4.5,0.71,0.72
AC117394.2,lncRNA,0.0,0.05,0.08,0.0,2.18,1.77
AC117395.1,lncRNA,0.0,0.25,0.31,0.0,0.75,0.67
AC117422.1,lncRNA,0.0,0.0,1.14,5.0,0.37,0.87
AC117430.1,lncRNA,0.0,0.33,0.0,4.0,1.17,0.58
AC117435.1,lncRNA,2.25,4.29,7.21,4.27,17.76,14.06
AC117453.1,lncRNA,3.27,7.74,3.27,8.57,32.37,31.99
AC117460.1,lncRNA,0.0,0.0,0.0,0.0,0.06,0.33
AC117461.1,lncRNA,0.12,2.08,1.25,1.64,4.69,6.42
AC117462.1,lncRNA,0.17,0.0,0.0,0.0,1.06,0.32
AC117464.1,lncRNA,0.23,2.4,1.34,1.48,7.22,4.89
AC117465.1,lncRNA,0.0,0.0,0.0,0.0,0.48,0.0
AC117469.1,lncRNA,0.23,0.76,0.1,0.2,1.64,2.83
AC117473.1,lncRNA,1.0,0.0,0.2,0.34,0.53,0.0
AC117480.1,lncRNA,1.0,1.0,0.1,0.0,0.16,0.92
AC117481.1,lncRNA,0.0,0.06,0.5,0.67,0.28,0.22
AC117488.1,lncRNA,0.22,0.0,3.64,2.2,3.24,3.87
AC117490.2,lncRNA,0.0,0.0,0.0,0.0,0.32,0.49
AC117498.1,lncRNA,0.14,0.12,0.84,1.0,2.4,1.72
AC117500.1,lncRNA,0.63,0.22,0.39,0.0,4.76,1.72
AC117500.2,lncRNA,0.25,0.43,2.62,1.8,4.57,2.03
AC117500.3,lncRNA,0.72,0.14,1.69,0.37,4.23,6.63
AC117500.6,lncRNA,0.75,0.0,0.31,0.0,2.39,2.14
AC117503.1,lncRNA,0.0,0.0,0.0,0.0,0.0,0.06
AC117503.5,lncRNA,0.68,0.25,0.87,0.45,3.62,2.32
AC117505.1,lncRNA,2.02,2.0,1.5,0.0,0.6,2.0
AC117509.1,lncRNA,0.67,0.09,0.0,2.2,0.0,2.06
AC117522.2,lncRNA,0.0,0.0,0.06,2.5,0.06,1.0
AC117528.1,lncRNA,0.1,0.11,1.07,2.72,3.98,2.87
AC117569.1,lncRNA,6.29,0.09,0.08,0.0,2.24,0.76
AC117569.2,lncRNA,0.58,0.2,0.14,0.0,0.71,0.91
AC117834.1,lncRNA,0.17,0.0,1.06,0.71,4.57,2.05
AC117834.2,lncRNA,0.33,2.5,2.42,1.0,4.45,0.62
AC117944.1,lncRNA,0.33,0.0,0.12,0.0,1.92,0.48
AC117945.1,lncRNA,2.0,0.0,0.56,0.25,0.98,1.5
AC117945.2,lncRNA,0.07,0.0,0.88,0.11,5.2,2.54
AC118344.1,lncRNA,0.12,0.69,3.53,4.53,11.23,10.44
AC118345.1,lncRNA,0.0,0.0,0.27,2.0,0.51,0.75
AC118469.2,lncRNA,0.12,0.33,1.48,0.0,7.07,3.16
AC118553.1,lncRNA,0.63,0.06,0.25,1.06,0.92,1.25
AC118555.1,lncRNA,0.09,0.27,0.0,0.34,3.26,0.94
AC118653.1,lncRNA,0.0,0.65,0.0,0.0,0.08,3.11
AC118658.1,lncRNA,0.0,0.0,0.0,0.33,1.39,0.64
AC118754.1,lncRNA,3.78,0.2,1.4,0.33,9.57,9.33
AC118754.2,lncRNA,0.46,0.44,0.12,0.0,5.1,2.48
AC118755.1,lncRNA,2.0,1.25,1.0,5.05,12.42,10.73
AC118755.2,lncRNA,0.0,0.0,0.0,0.0,0.05,0.8
AC118757.1,lncRNA,0.0,2.25,0.2,0.11,0.67,0.23
AC118758.2,lncRNA,9.47,11.52,6.52,18.02,27.01,20.98
AC119150.1,lncRNA,0.05,0.0,1.39,0.74,0.67,0.97
AC119396.1,lncRNA,0.0,0.14,0.88,2.5,1.53,0.25
AC119403.1,lncRNA,1.28,1.48,3.33,3.94,15.25,2.41
AC119424.1,lncRNA,0.0,0.0,0.17,0.29,2.76,0.7
AC119427.1,lncRNA,0.33,0.0,0.5,0.0,1.8,3.53
AC119427.2,lncRNA,2.17,6.28,3.49,3.36,8.16,10.38
AC119428.1,lncRNA,1.0,0.05,0.0,0.0,1.25,0.67
AC119428.2,lncRNA,1.0,0.0,1.11,3.0,2.29,2.32
AC119673.1,lncRNA,0.08,1.14,2.0,2.4,3.39,1.7
AC119673.2,lncRNA,11.5,26.4,16.93,17.8,25.87,25.79
AC119674.1,lncRNA,7.77,11.16,10.75,9.31,48.92,38.79
AC119677.1,lncRNA,0.54,0.42,0.13,0.45,0.12,0.28
AC119800.1,lncRNA,0.0,0.33,0.0,0.0,0.07,0.25
AC119868.2,lncRNA,0.0,0.0,0.0,0.06,0.39,3.96
AC120024.1,lncRNA,1.3,1.37,6.66,1.86,28.69,29.61
AC120036.4,lncRNA,0.09,1.33,1.45,0.91,5.74,6.15
AC120036.5,lncRNA,1.25,1.08,1.12,4.33,0.64,7.14
AC120042.1,lncRNA,0.0,4.0,0.0,0.24,0.12,0.07
AC120042.2,lncRNA,0.11,0.0,0.0,0.11,1.02,0.21
AC120045.1,lncRNA,0.1,0.34,0.17,1.75,2.86,1.58
AC120053.1,lncRNA,0.0,0.83,0.0,3.0,0.12,1.0
AC120114.1,lncRNA,0.0,0.25,0.0,0.41,5.39,11.23
AC120114.2,lncRNA,0.53,0.25,1.66,1.34,5.26,5.56
AC120193.1,lncRNA,1.76,1.36,0.7,1.49,4.73,9.84
AC120194.1,lncRNA,0.0,0.49,0.45,2.0,9.03,6.57
AC120349.1,lncRNA,0.0,0.0,0.0,1.0,0.0,0.5
AC120498.1,lncRNA,0.0,0.0,0.0,0.12,1.62,5.23
AC120498.10,lncRNA,0.0,0.0,0.14,0.0,2.5,0.35
AC120498.2,lncRNA,0.5,0.0,1.58,0.92,2.68,1.7
AC120498.3,lncRNA,0.86,1.31,2.32,1.89,6.55,4.46
AC120498.4,lncRNA,0.0,0.2,0.0,0.0,3.16,3.67
AC120498.6,lncRNA,0.0,0.0,0.0,0.5,0.37,0.5
AC120498.8,lncRNA,0.0,0.0,1.0,0.0,3.17,1.52
AC120498.9,lncRNA,2.81,6.2,6.96,4.6,19.69,25.81
AC121154.1,lncRNA,0.0,0.0,0.11,0.0,0.12,0.42
AC121161.2,lncRNA,1.0,2.25,0.17,1.0,3.12,1.98
AC121247.1,lncRNA,0.06,0.37,0.37,0.13,0.81,0.72
AC121320.1,lncRNA,0.0,0.5,0.0,0.0,0.14,0.0
AC121333.1,lncRNA,0.18,0.11,0.2,0.12,3.13,0.66
AC121334.3,lncRNA,0.24,2.51,1.41,6.27,6.53,5.99
AC121334.4,lncRNA,0.0,0.0,0.0,1.67,0.0,0.23
AC121338.1,lncRNA,0.0,0.17,1.27,0.23,2.16,3.71
AC121338.2,lncRNA,1.31,4.51,6.87,1.35,15.72,13.01
AC121342.1,lncRNA,0.4,0.4,0.33,0.0,0.6,0.33
AC121493.1,lncRNA,0.0,0.0,0.0,0.32,2.43,8.94
AC121757.1,lncRNA,3.77,3.05,1.73,0.86,4.22,2.22
AC121757.2,lncRNA,4.06,1.18,0.2,1.0,2.64,0.46
AC121761.1,lncRNA,0.15,0.31,0.0,0.0,1.18,7.17
AC121761.2,lncRNA,0.0,0.67,0.09,0.17,0.5,1.08
AC121764.1,lncRNA,0.0,0.0,0.2,0.0,0.32,0.07
AC121764.2,lncRNA,0.0,0.0,0.0,1.07,1.28,0.54
AC121764.3,lncRNA,0.0,0.08,0.0,0.0,0.42,0.17
AC122108.1,lncRNA,0.0,0.0,0.0,0.25,0.12,0.0
AC122129.1,lncRNA,1.62,1.93,4.16,1.36,7.23,5.61
AC122129.2,lncRNA,0.03,0.4,0.0,1.25,0.75,0.61
AC122134.1,lncRNA,0.0,0.2,0.21,1.0,0.55,0.06
AC122136.1,lncRNA,0.0,0.06,0.17,0.17,1.31,0.4
AC122138.1,lncRNA,0.0,0.66,0.44,0.26,3.07,1.03
AC122683.1,lncRNA,1.0,0.0,0.67,0.0,1.13,1.41
AC122685.1,lncRNA,1.0,0.39,0.0,1.14,6.66,1.26
AC122688.2,lncRNA,1.14,4.0,1.0,1.0,2.72,1.15
AC122688.5,lncRNA,0.84,0.4,0.54,1.0,3.99,5.75
AC122694.1,lncRNA,0.14,0.0,0.0,0.48,0.0,0.0
AC122697.1,lncRNA,0.0,0.67,0.4,2.24,1.79,2.84
AC122707.1,lncRNA,0.0,0.0,0.0,0.0,0.0,0.2
AC122710.1,lncRNA,1.09,0.14,3.25,6.12,2.63,5.41
AC122710.2,lncRNA,0.0,1.0,0.25,0.0,4.17,0.0
AC122719.1,lncRNA,0.33,2.99,0.66,1.0,2.18,2.27
AC122719.2,lncRNA,0.17,1.0,2.0,0.0,0.81,0.17
AC122719.3,lncRNA,1.42,0.5,1.91,4.37,10.9,8.19
AC123023.1,lncRNA,0.0,0.0,0.75,0.0,0.48,0.0
AC123023.2,lncRNA,1.07,0.33,0.12,0.0,5.52,1.62
AC123512.1,lncRNA,0.0,0.07,1.0,0.5,5.92,1.77
AC123567.2,lncRNA,4.04,1.84,3.56,7.24,27.73,31.93
AC123595.1,lncRNA,0.94,2.77,1.27,0.57,10.44,6.17
AC123595.2,lncRNA,0.94,3.43,1.02,0.57,9.96,5.07
AC123768.1,lncRNA,0.78,2.26,1.85,2.71,3.26,3.05
AC123768.2,lncRNA,0.55,0.66,0.48,1.17,0.63,0.75
AC123768.3,lncRNA,0.0,0.12,0.06,0.0,0.21,0.56
AC123768.4,lncRNA,1.99,0.21,0.7,0.12,2.87,4.36
AC123777.1,lncRNA,1.35,2.59,0.76,0.0,12.18,9.72
AC123784.1,lncRNA,0.17,0.4,0.47,1.42,3.82,1.53
AC123786.1,lncRNA,0.0,1.06,0.1,2.0,1.23,1.17
AC123786.3,lncRNA,0.43,1.09,2.31,1.06,3.32,1.55
AC123788.1,lncRNA,0.2,0.92,0.6,1.83,4.82,2.73
AC123905.1,lncRNA,0.0,0.2,0.67,0.0,0.5,0.69
AC123912.1,lncRNA,0.06,0.33,0.53,2.83,10.58,8.47
AC123912.2,lncRNA,3.81,0.3,4.75,1.3,9.16,8.5
AC123912.4,lncRNA,9.21,5.43,10.7,9.41,34.79,38.86
AC124014.1,lncRNA,0.28,1.92,3.25,0.26,2.57,9.01
AC124016.1,lncRNA,0.07,0.1,0.0,1.28,1.11,3.6
AC124017.1,lncRNA,0.98,3.33,2.98,2.25,30.41,8.16
AC124045.1,lncRNA,3.14,3.54,2.66,5.6,4.52,5.13
AC124057.1,lncRNA,0.83,0.07,0.42,0.25,2.61,0.1
AC124066.1,lncRNA,1.04,0.12,1.14,0.49,3.25,4.26
AC124067.1,lncRNA,0.0,0.0,0.0,0.0,1.12,0.33
AC124067.2,lncRNA,0.0,0.4,0.09,2.1,2.28,2.85
AC124067.3,lncRNA,1.0,2.75,5.07,2.04,12.83,4.81
AC124067.4,lncRNA,0.58,0.17,1.14,0.28,9.52,5.54
AC124068.2,lncRNA,5350.75,752.05,2999.54,1494.63,14320.55,3922.62
AC124069.1,lncRNA,0.59,1.11,0.96,1.5,6.7,3.69
AC124242.1,lncRNA,39.51,13.91,3.22,1.7,12.34,10.49
AC124242.3,lncRNA,0.0,0.0,0.2,0.0,2.66,0.89
AC124248.1,lncRNA,3.08,10.62,5.33,7.53,24.54,19.73
AC124248.2,lncRNA,2.9,0.35,1.77,0.87,1.61,2.04
AC124254.2,lncRNA,0.0,0.5,0.18,0.11,0.39,0.28
AC124276.1,lncRNA,0.2,0.46,0.4,2.5,1.38,0.65
AC124276.2,lncRNA,0.0,0.0,1.0,0.0,0.25,0.56
AC124283.1,lncRNA,2.3,3.92,2.05,1.52,21.67,24.81
AC124283.2,lncRNA,0.2,0.16,0.1,1.0,1.79,1.98
AC124283.3,lncRNA,0.0,0.0,1.0,0.0,0.39,1.66
AC124290.1,lncRNA,10.56,18.0,8.49,21.63,90.13,68.41
AC124290.2,lncRNA,0.0,0.0,0.0,3.0,1.0,0.34
AC124301.1,lncRNA,0.25,0.0,0.33,0.33,1.74,1.07
AC124312.2,lncRNA,0.5,0.0,0.0,0.5,0.0,0.2
AC124312.3,lncRNA,0.23,0.56,0.24,0.24,2.69,3.01
AC124312.5,lncRNA,0.0,0.08,0.0,0.0,1.86,6.26
AC124319.1,lncRNA,1.53,0.2,0.0,0.82,1.99,1.99
AC124319.2,lncRNA,0.0,0.0,0.53,0.0,1.22,1.08
AC124784.1,lncRNA,0.5,0.0,0.42,0.2,2.04,1.07
AC124798.1,lncRNA,0.57,0.55,1.5,0.91,12.01,6.17
AC124798.2,lncRNA,2.14,1.46,1.54,2.0,2.84,2.32
AC124798.3,lncRNA,1.36,0.79,1.62,1.44,2.38,2.6
AC124804.1,lncRNA,12.59,5.21,8.68,14.7,19.2,34.04
AC124852.1,lncRNA,12.15,10.0,15.03,23.34,145.74,114.48
AC124854.1,lncRNA,0.0,0.0,0.48,0.0,1.05,0.67
AC124861.1,lncRNA,0.0,0.2,0.33,0.0,0.34,0.84
AC124861.2,lncRNA,0.82,1.31,0.41,1.43,5.26,3.35
AC124861.3,lncRNA,0.67,0.0,0.15,0.5,1.52,1.14
AC124862.1,lncRNA,1.11,2.83,0.74,0.25,4.18,2.77
AC124864.2,lncRNA,1.5,1.61,0.08,0.0,0.0,0.0
AC124893.1,lncRNA,0.33,0.0,0.25,0.0,2.48,2.44
AC124944.3,lncRNA,2.4,0.92,1.2,3.0,4.06,5.37
AC124947.1,lncRNA,4.25,5.24,10.09,37.66,60.39,51.28
AC125257.1,lncRNA,0.2,0.05,0.12,0.62,1.76,1.06
AC125257.2,lncRNA,0.0,0.06,0.75,0.0,0.11,0.11
AC125421.1,lncRNA,4.79,0.9,3.12,0.98,7.35,10.49
AC125421.2,lncRNA,0.33,0.0,2.32,0.06,7.49,2.3
AC125437.1,lncRNA,2.0,0.33,3.0,0.0,0.0,0.2
AC125437.3,lncRNA,1.57,4.04,7.41,7.28,79.42,64.38
AC125494.1,lncRNA,1.33,1.88,3.46,2.82,6.32,6.47
AC125494.2,lncRNA,0.0,0.0,0.0,0.16,1.07,0.53
AC125494.3,lncRNA,0.0,0.27,0.0,0.0,0.33,0.2
AC125603.1,lncRNA,0.0,0.14,0.0,0.25,1.98,0.09
AC125603.2,lncRNA,1.0,0.25,1.58,1.35,7.38,2.14
AC125603.3,lncRNA,0.2,0.33,0.33,1.08,4.43,5.1
AC125603.4,lncRNA,0.12,3.48,1.43,9.13,2.11,1.94
AC125611.3,lncRNA,2.0,0.16,0.57,0.0,7.5,5.26
AC125611.4,lncRNA,13.27,11.11,16.04,8.02,40.13,50.08
AC125613.1,lncRNA,0.62,1.79,4.26,6.34,3.47,4.21
AC125616.1,lncRNA,2.2,1.54,2.34,8.73,7.44,7.19
AC125618.1,lncRNA,0.07,3.5,0.0,0.0,0.08,1.5
AC125793.1,lncRNA,0.0,1.17,0.2,5.0,5.27,8.85
AC125807.2,lncRNA,5.63,10.18,7.45,7.21,48.67,68.71
AC126118.1,lncRNA,0.0,0.0,0.66,0.33,0.2,0.5
AC126121.2,lncRNA,0.14,0.14,0.35,0.0,1.65,1.14
AC126121.3,lncRNA,0.66,7.07,2.79,2.0,40.83,37.26
AC126175.2,lncRNA,0.2,0.0,0.14,0.0,0.45,0.4
AC126177.3,lncRNA,1.92,7.95,3.26,4.11,34.15,39.83
AC126178.1,lncRNA,0.0,0.0,0.0,0.0,1.22,0.73
AC126182.3,lncRNA,1.5,0.58,2.67,0.0,8.24,5.79
AC126323.2,lncRNA,3.49,5.65,1.08,4.47,11.53,10.31
AC126323.3,lncRNA,0.0,0.33,0.07,0.48,5.5,6.13
AC126323.5,lncRNA,5.58,15.69,4.92,6.3,3.26,1.23
AC126323.6,lncRNA,0.0,2.12,1.16,0.25,5.57,5.84
AC126335.1,lncRNA,0.0,0.1,0.0,0.0,0.0,1.07
AC126365.1,lncRNA,1.06,1.48,0.0,0.53,2.2,3.3
AC126407.1,lncRNA,0.0,0.1,0.0,0.0,0.49,0.17
AC126468.1,lncRNA,0.0,0.0,0.23,0.0,0.25,1.67
AC126544.2,lncRNA,0.0,0.62,0.0,0.19,0.7,0.44
AC126614.1,lncRNA,0.69,2.0,0.31,1.0,2.8,0.78
AC126696.1,lncRNA,1.03,0.24,0.25,0.33,2.8,1.65
AC126696.2,lncRNA,0.27,0.97,1.93,0.26,2.02,2.16
AC126696.3,lncRNA,0.16,1.1,3.06,1.44,6.86,2.97
AC126755.1,lncRNA,0.0,0.0,0.0,0.12,0.34,0.22
AC126755.2,lncRNA,0.82,1.73,1.63,2.56,11.26,8.41
AC126755.5,lncRNA,1.98,1.48,3.16,1.64,9.14,8.13
AC126763.1,lncRNA,0.55,1.9,1.42,1.89,6.21,6.88
AC126768.1,lncRNA,0.0,0.13,2.5,1.2,4.63,3.19
AC126768.2,lncRNA,0.0,0.0,0.0,0.06,1.0,0.0
AC126768.3,lncRNA,3.27,1.05,5.02,3.42,49.68,40.13
AC126773.3,lncRNA,0.0,0.0,0.14,0.0,3.67,3.62
AC126773.4,lncRNA,4.58,8.4,4.66,3.77,10.06,12.12
AC126773.6,lncRNA,1.83,0.89,0.87,6.39,19.02,27.53
AC127002.2,lncRNA,1.0,0.0,0.0,0.22,0.54,0.64
AC127024.2,lncRNA,0.53,1.54,2.15,4.08,2.88,2.17
AC127024.3,lncRNA,0.0,0.0,0.0,0.0,0.13,0.0
AC127024.4,lncRNA,0.0,2.0,0.0,4.0,0.0,1.0
AC127024.5,lncRNA,0.0,1.12,0.0,0.0,0.22,1.02
AC127024.6,lncRNA,0.0,0.12,0.0,1.14,0.29,2.09
AC127029.2,lncRNA,0.0,0.0,1.03,0.57,1.27,0.81
AC127035.1,lncRNA,0.5,3.0,1.0,10.08,1.33,1.21
AC127070.1,lncRNA,0.11,3.58,2.36,0.2,1.97,3.73
AC127070.2,lncRNA,1.39,1.43,1.0,4.82,0.95,2.13
AC127164.1,lncRNA,6.67,20.81,11.5,10.63,41.96,52.72
AC127459.1,lncRNA,0.0,3.0,0.67,0.38,2.85,2.8
AC127459.2,lncRNA,0.38,0.97,1.55,0.75,7.75,7.22
AC127496.1,lncRNA,3.55,5.53,2.4,13.44,16.89,21.34
AC127496.2,lncRNA,0.54,0.0,1.25,0.25,5.14,1.19
AC127496.3,lncRNA,0.33,0.16,1.23,1.62,0.91,1.87
AC127496.4,lncRNA,2.0,1.0,2.88,2.5,3.64,7.31
AC127496.5,lncRNA,3.19,5.22,9.04,4.29,14.14,17.67
AC127496.6,lncRNA,0.33,0.14,1.3,0.0,2.62,2.38
AC127502.2,lncRNA,13.32,9.05,2.5,9.27,7.93,6.16
AC127520.1,lncRNA,0.0,3.0,0.57,1.21,28.57,22.57
AC127521.1,lncRNA,1.33,3.14,0.31,1.11,6.55,3.44
AC127522.1,lncRNA,0.07,0.4,0.12,4.4,4.67,4.07
AC127526.1,lncRNA,0.0,0.0,0.0,0.17,0.12,0.36
AC127526.2,lncRNA,0.4,0.79,0.58,0.16,3.46,4.51
AC127526.4,lncRNA,1.64,1.25,1.05,2.05,2.95,4.12
AC127526.5,lncRNA,0.0,0.52,2.15,1.5,3.77,1.54
AC127537.1,lncRNA,2.25,1.2,0.82,4.44,2.25,1.1
AC127540.1,lncRNA,1.0,3.0,0.0,1.0,0.22,1.62
AC127540.2,lncRNA,0.61,3.05,2.76,2.05,16.81,8.35
AC127894.1,lncRNA,0.0,0.14,0.0,1.56,1.7,1.63
AC128685.1,lncRNA,2.11,1.0,0.0,0.0,0.92,1.56
AC128687.2,lncRNA,0.08,0.1,1.71,0.0,2.65,5.5
AC128687.3,lncRNA,0.0,0.0,0.21,0.0,0.0,0.0
AC128707.1,lncRNA,0.06,1.7,0.34,0.61,8.16,10.66
AC128709.1,lncRNA,0.0,0.12,0.5,0.49,3.19,1.06
AC128709.2,lncRNA,0.33,0.0,0.12,0.0,5.5,4.99
AC128709.3,lncRNA,0.0,1.0,0.49,0.33,1.82,1.83
AC129102.1,lncRNA,0.36,0.0,0.58,1.71,5.26,3.48
AC129492.1,lncRNA,0.83,0.74,2.38,2.02,9.48,8.62
AC129492.2,lncRNA,0.33,1.67,0.0,1.0,6.21,4.79
AC129492.4,lncRNA,0.0,0.0,0.62,0.0,0.39,0.0
AC129507.1,lncRNA,1.41,0.5,1.87,0.25,9.1,4.38
AC129507.2,lncRNA,0.53,0.0,0.0,0.0,2.35,2.87
AC129507.3,lncRNA,1.15,0.14,1.32,1.93,27.1,23.39
AC129507.4,lncRNA,0.69,0.17,2.07,0.29,4.86,5.12
AC129510.1,lncRNA,0.07,0.1,0.0,1.0,0.08,0.84
AC129510.2,lncRNA,0.05,0.18,0.0,0.0,0.25,0.29
AC129803.1,lncRNA,2.0,5.08,4.32,8.67,14.98,14.85
AC129807.1,lncRNA,0.11,9.94,0.12,5.0,7.76,9.33
AC129915.3,lncRNA,1.08,2.52,0.0,1.67,12.21,13.59
AC129926.1,lncRNA,0.47,0.0,1.27,1.0,9.34,7.86
AC129926.2,lncRNA,0.17,0.0,0.57,1.66,2.69,5.35
AC130307.1,lncRNA,0.0,0.0,0.0,0.0,0.28,0.17
AC130324.1,lncRNA,0.0,3.5,0.0,1.0,0.33,0.56
AC130324.2,lncRNA,0.0,3.0,0.0,0.0,0.58,1.83
AC130324.3,lncRNA,0.17,0.33,0.25,0.0,0.61,1.01
AC130343.1,lncRNA,0.0,1.06,0.06,0.0,0.25,0.55
AC130343.2,lncRNA,1.27,0.31,1.09,1.75,13.25,7.44
AC130352.1,lncRNA,0.25,0.43,0.0,1.52,0.11,1.55
AC130371.1,lncRNA,0.0,0.58,1.69,0.25,5.09,4.72
AC130371.2,lncRNA,0.28,2.0,8.5,0.1,0.29,0.17
AC130404.1,lncRNA,0.0,0.33,1.59,0.33,6.13,4.43
AC130404.2,lncRNA,0.09,0.0,1.0,1.0,0.33,1.06
AC130415.1,lncRNA,1.14,0.0,0.0,0.0,0.0,0.16
AC130456.1,lncRNA,0.0,0.0,0.0,0.0,1.25,1.25
AC130456.2,lncRNA,0.4,1.54,1.62,0.62,5.1,3.46
AC130456.3,lncRNA,0.31,2.32,0.88,1.01,1.45,3.91
AC130456.4,lncRNA,0.99,0.88,0.65,1.22,5.17,7.91
AC130456.5,lncRNA,2.08,0.53,0.18,1.0,0.81,0.98
AC130462.2,lncRNA,0.0,0.25,0.25,0.0,0.76,0.67
AC130466.1,lncRNA,16.37,13.79,14.7,10.93,61.78,49.44
AC130467.1,lncRNA,0.14,0.0,0.0,0.11,0.64,1.06
AC130469.1,lncRNA,16.93,22.43,15.42,15.61,81.86,84.38
AC130650.1,lncRNA,0.0,0.0,0.0,0.11,2.4,0.07
AC130650.2,lncRNA,0.0,0.0,0.83,0.0,3.03,1.0
AC130651.1,lncRNA,0.12,0.0,0.0,0.0,0.58,0.22
AC130710.1,lncRNA,2.24,0.16,0.82,6.38,11.9,16.41
AC130814.1,lncRNA,1.11,0.33,1.2,0.0,1.61,0.9
AC130888.1,lncRNA,4.65,5.09,0.1,1.49,0.97,0.96
AC130895.1,lncRNA,0.0,3.0,4.0,2.0,2.26,0.2
AC131009.1,lncRNA,0.1,0.25,0.17,0.71,1.68,1.05
AC131009.2,lncRNA,0.47,3.17,3.28,1.54,4.21,9.92
AC131009.3,lncRNA,0.12,0.12,0.0,0.0,0.9,1.58
AC131011.1,lncRNA,2.0,0.1,0.21,0.13,1.53,1.03
AC131025.1,lncRNA,0.25,0.07,0.14,1.0,2.12,0.93
AC131025.2,lncRNA,0.0,0.04,0.0,0.5,1.24,0.71
AC131025.3,lncRNA,1.83,0.0,0.87,0.5,2.97,2.13
AC131094.1,lncRNA,3.75,0.0,0.27,2.33,2.89,2.18
AC131097.1,lncRNA,0.35,3.62,1.89,0.68,1.19,1.08
AC131097.2,lncRNA,1.3,1.35,4.51,1.19,5.37,6.95
AC131097.3,lncRNA,1.12,0.11,1.03,2.62,1.78,1.13
AC131157.1,lncRNA,0.28,0.47,2.81,1.38,3.89,4.65
AC131159.1,lncRNA,0.0,0.0,0.0,0.0,0.0,0.5
AC131159.2,lncRNA,0.25,0.33,0.82,0.5,7.15,3.19
AC131180.1,lncRNA,0.52,2.12,1.42,1.78,5.16,5.96
AC131182.1,lncRNA,1.0,0.14,0.06,0.0,1.1,0.76
AC131210.1,lncRNA,0.0,0.0,0.0,0.0,1.35,0.0
AC131211.1,lncRNA,4.0,7.11,3.11,6.11,61.24,59.33
AC131212.1,lncRNA,0.67,3.17,0.63,13.95,3.01,6.07
AC131235.2,lncRNA,0.0,0.0,0.0,0.2,0.14,0.17
AC131237.1,lncRNA,0.0,0.32,0.5,0.0,1.0,0.16
AC131238.1,lncRNA,0.0,0.0,0.11,0.0,0.06,0.43
AC131254.1,lncRNA,1.1,0.67,0.0,1.33,2.44,1.42
AC131254.2,lncRNA,7.83,6.39,11.18,17.45,1.82,10.78
AC131254.3,lncRNA,0.0,3.33,0.08,0.0,3.37,3.05
AC131274.1,lncRNA,0.17,1.0,0.0,0.0,2.59,3.12
AC131391.1,lncRNA,0.0,0.0,0.0,0.0,1.5,0.79
AC131568.1,lncRNA,1.27,1.56,0.25,4.57,11.08,8.45
AC131571.1,lncRNA,9.33,16.16,7.75,10.02,50.75,43.4
AC131649.1,lncRNA,0.58,2.7,0.23,0.22,0.59,4.18
AC131902.1,lncRNA,0.58,0.09,0.47,0.5,3.69,1.48
AC131934.1,lncRNA,2.06,1.61,0.48,2.0,2.74,2.04
AC131944.1,lncRNA,0.0,2.48,2.69,4.43,11.82,10.96
AC131953.1,lncRNA,0.0,0.5,0.0,2.07,0.43,0.25
AC131953.2,lncRNA,5.36,5.82,4.84,11.58,79.62,70.63
AC131956.1,lncRNA,0.0,0.0,0.0,0.0,0.25,0.2
AC131956.2,lncRNA,1.94,0.0,1.0,1.24,2.35,0.72
AC131956.3,lncRNA,0.0,0.0,0.06,0.0,0.0,0.0
AC131971.1,lncRNA,0.0,0.06,0.85,1.05,6.92,4.68
AC132153.1,lncRNA,1.38,2.62,1.91,4.0,5.28,6.9
AC132192.1,lncRNA,0.38,0.56,0.0,0.06,5.42,0.06
AC132192.2,lncRNA,15.15,22.64,12.65,11.35,58.64,48.04
AC132216.1,lncRNA,0.5,0.0,0.18,1.07,0.98,4.21
AC132217.1,lncRNA,0.52,2.07,0.87,0.18,1.44,1.69
AC132219.1,lncRNA,0.5,0.61,0.0,0.0,0.9,0.55
AC132803.1,lncRNA,0.0,2.96,0.6,0.18,20.23,13.45
AC132807.1,lncRNA,0.0,0.0,0.0,2.0,0.27,1.15
AC132807.2,lncRNA,0.0,0.0,0.09,0.0,0.12,0.0
